data_type,coda_method,scenario,window,rmse,mae,correlation,max_deviation,n_valid
acceleration,arias,bias_early,coda,0.12434720068811218,0.11184197203460981,0.9744310143984042,0.1798008816706742,20
acceleration,arias,bias_late,pre_event,7.71352555234978,3.8378228154031517,-0.683942100365589,23.891612745801716,20
acceleration,arias,bias_late,p_wave,0.22488781037023867,0.1936204130136958,0.9999752672517283,0.38441364804913025,20
acceleration,arias,bias_late,s_wave,0.3954917209029856,0.3195089496987179,-0.9877148863233041,0.7144398542259206,20
acceleration,arias,bias_late,coda,0.44086157093518086,0.36792781060594865,-0.9961789560534016,0.7707053122580098,20
acceleration,envelope,noise_small,pre_event,7.462389597008374,3.567414070991196,0.7351311046599971,23.324959976425337,20
acceleration,envelope,noise_small,p_wave,0.14471401955461316,0.11356664874626539,0.999871952561074,0.2713871303840327,20
acceleration,envelope,noise_small,s_wave,0.9810555392417403,0.8033255585672954,0.6056535848591398,1.7741567021244777,20
acceleration,envelope,noise_small,coda,0.13140465165288726,0.11617377043233945,0.763502244815946,0.18857437377935451,20
acceleration,envelope,noise_medium,pre_event,7.470785536834624,3.5607510883967164,0.6858009491002931,23.348171771208616,20
acceleration,envelope,noise_medium,p_wave,0.13564800824286888,0.1082010117140791,0.9999502847310604,0.25032351614121495,20
acceleration,envelope,noise_medium,s_wave,0.3631694932097437,0.3088545797837742,0.6987832117610668,0.6245630299021642,20
acceleration,envelope,noise_medium,coda,0.21197015026964255,0.1668660924327338,0.9861009215715516,0.40151348587306857,20
acceleration,envelope,noise_large,pre_event,7.4796216521361,3.5796813497022293,0.7139879503954469,23.36601471797505,20
acceleration,envelope,noise_large,p_wave,0.7339085610281947,0.5989177628616364,0.9997598926422515,1.3051384928389118,20
acceleration,envelope,noise_large,s_wave,1.5473034721718835,1.2902212440015364,0.6404388333552934,2.693783790919226,20
acceleration,envelope,noise_large,coda,0.20137718237808683,0.16622219645625874,0.9904014026119115,0.36940029046562395,20
acceleration,envelope,bias_early,pre_event,7.551800230650819,3.656503421197025,0.7087205245143583,23.53063113998239,20
acceleration,envelope,bias_early,p_wave,0.19943480383325538,0.18334918827244717,0.9999087523560951,0.30763672645100915,20
acceleration,envelope,bias_early,s_wave,1.160439478562623,0.9680507752342361,0.6331796453545576,2.045286542704824,20
acceleration,envelope,bias_early,coda,0.019845203021054404,0.015206847258318251,0.9918402314672154,0.045924248644033466,20
acceleration,envelope,bias_late,pre_event,7.71352555234978,3.8378228154031517,-0.683942100365589,23.891612745801716,20
acceleration,envelope,bias_late,p_wave,0.22488781037023867,0.1936204130136958,0.9999752672517283,0.38441364804913025,20
acceleration,envelope,bias_late,s_wave,0.28134596759294334,0.2260302305213909,0.6305014040486335,0.5157516030866892,20
acceleration,envelope,bias_late,coda,0.11076795883897687,0.08926260734546947,0.12389197003568979,0.1917077315228598,20
acceleration,median,noise_small,pre_event,7.462389597008374,3.567414070991196,0.7351311046599971,23.324959976425337,20
acceleration,median,noise_small,p_wave,0.14471401955461316,0.11356664874626539,0.999871952561074,0.2713871303840327,20
acceleration,median,noise_small,s_wave,0.9179548008594619,0.7577677040448985,-0.997682330005813,1.6367017129517807,20
acceleration,median,noise_small,coda,0.12448156193426735,0.11330687872320219,-0.9972799944782172,0.17127966766546537,20
acceleration,median,noise_medium,pre_event,7.470785536834624,3.5607510883967164,0.6858009491002931,23.348171771208616,20
acceleration,median,noise_medium,p_wave,0.13564800824286888,0.1082010117140791,0.9999502847310604,0.25032351614121495,20
acceleration,median,noise_medium,s_wave,0.4611701575121301,0.3891356858107299,-0.9899287092846882,0.8007643964725281,20
acceleration,median,noise_medium,coda,0.2676868229956888,0.214050462810573,0.9348886522034545,0.4850146586198901,20
acceleration,median,noise_large,pre_event,7.4796216521361,3.5796813497022293,0.7139879503954469,23.36601471797505,20
acceleration,median,noise_large,p_wave,0.7339085610281947,0.5989177628616364,0.9997598926422515,1.3051384928389118,20
acceleration,median,noise_large,s_wave,1.223413645807078,1.022764416631341,-0.9946286556675673,2.123597957820416,20
acceleration,median,noise_large,coda,0.23431043178448416,0.1878611099183336,0.9415246593075643,0.4187189240886384,20
acceleration,median,bias_early,pre_event,7.551800230650819,3.656503421197025,0.7087205245143583,23.53063113998239,20
acceleration,median,bias_early,p_wave,0.19943480383325538,0.18334918827244717,0.9999087523560951,0.30763672645100915,20
acceleration,median,bias_early,s_wave,1.2484562300368396,1.0461652521967704,-0.9952770780159116,2.181848177807426,20
acceleration,median,bias_early,coda,0.08686600612419311,0.06865029783420365,0.9491264053595073,0.16232758392305416,20
acceleration,median,bias_late,pre_event,7.71352555234978,3.8378228154031517,-0.683942100365589,23.891612745801716,20
acceleration,median,bias_late,p_wave,0.22488781037023867,0.1936204130136958,0.9999752672517283,0.38441364804913025,20
acceleration,median,bias_late,s_wave,0.20213711605368134,0.16774486500562374,-0.9687848486676134,0.35114806822880973,20
acceleration,median,bias_late,coda,0.1241142723095845,0.106076351429504,-0.9449530442006748,0.1986811996057097,20
