data_type,coda_method,scenario,window,rmse,mae,correlation,max_deviation,n_valid
velocity,rautian,noise_small,pre_event,0.8315521709928407,0.7417137388718392,0.572847030717239,1.3198649584436568,16
velocity,rautian,noise_small,p_wave,2.576229956429601,1.1977892364937255,0.9926796460543311,7.626953735421029,20
velocity,rautian,noise_small,s_wave,0.9338126605067482,0.7647340751215406,-0.9817060585475901,1.6677046889823868,20
velocity,rautian,noise_small,coda,0.10483992934527299,0.07673977998664248,-0.843668466472207,0.214722640856803,20
velocity,rautian,noise_medium,pre_event,0.9010079935082784,0.7722396582168689,0.5584390943010528,1.6645526357969653,16
velocity,rautian,noise_medium,p_wave,4.016515142258929,1.6518151836738284,0.9024637731160029,14.850313571499873,20
velocity,rautian,noise_medium,s_wave,0.5792393956996641,0.4909328969803163,0.984526729425554,0.9916063437933131,20
velocity,rautian,noise_medium,coda,0.6361637283293666,0.5227597234394652,-0.8829628314040088,1.095492427257026,20
velocity,rautian,noise_large,pre_event,0.7433697995298757,0.6460755778648404,0.5102628240346833,1.2249747693992685,16
velocity,rautian,noise_large,p_wave,6.263059035639967,2.493724779498876,0.7357500495879394,19.937378866894814,20
velocity,rautian,noise_large,s_wave,0.6518157573742965,0.5528869071321848,0.9758352762790505,1.1218892935704587,20
velocity,rautian,noise_large,coda,0.5763050907954548,0.4541848561966234,-0.9057414934537966,1.0712353586166414,20
velocity,rautian,bias_early,pre_event,0.833643342143325,0.7479122283065647,0.5070689989812094,1.352270970634245,16
velocity,rautian,bias_early,p_wave,2.085742681246029,1.4320254223046949,0.9980659489344816,4.700497487268436,20
velocity,rautian,bias_early,s_wave,0.7526358668855758,0.6375926721260429,-0.6844893383086367,1.2883083090624565,20
velocity,rautian,bias_early,coda,0.608331113335374,0.4942128849492323,-0.8894060885315993,1.0988975624168547,20
velocity,rautian,bias_late,pre_event,0.896950231330462,0.8096834337741909,0.517269637577239,1.414889742465348,16
velocity,rautian,bias_late,p_wave,2.932751539393253,1.551278236421075,0.9747800295598966,9.473707608976271,20
velocity,rautian,bias_late,s_wave,0.10853766413034868,0.09492005887504648,0.999589442839277,0.17115413240313893,20
velocity,rautian,bias_late,coda,0.3975051070186759,0.3270298304721004,-0.8514377793481391,0.6836270203145612,20
velocity,arias,noise_small,pre_event,0.8315521709928407,0.7417137388718392,0.572847030717239,1.3198649584436568,16
velocity,arias,noise_small,p_wave,2.576229956429601,1.1977892364937255,0.9926796460543311,7.626953735421029,20
velocity,arias,noise_small,s_wave,1.1550283659707143,0.9435661815087475,0.8607126746723257,2.0539126732567894,20
velocity,arias,noise_small,coda,2.151076917558179,1.806607732418,0.9911040479654553,3.682714045681131,20
velocity,arias,noise_medium,pre_event,0.9010079935082784,0.7722396582168689,0.5584390943010528,1.6645526357969653,16
velocity,arias,noise_medium,p_wave,4.016515142258929,1.6518151836738284,0.9024637731160029,14.850313571499873,20
velocity,arias,noise_medium,s_wave,1.1310109648610198,0.9465750003238768,0.9923318392803303,1.9618438286196511,20
velocity,arias,noise_medium,coda,0.4339604779472409,0.37218535980275674,0.9928679159179696,0.6883293521204705,20
velocity,arias,noise_large,pre_event,0.7433697995298757,0.6460755778648404,0.5102628240346833,1.2249747693992685,16
velocity,arias,noise_large,p_wave,6.263059035639967,2.493724779498876,0.7357500495879394,19.937378866894814,20
velocity,arias,noise_large,s_wave,1.197400260391711,1.0069514724911308,0.9853888080790935,2.0600557496772054,20
velocity,arias,noise_large,coda,0.9895247292309611,0.8396769798348963,-0.9690266226265711,1.7251071264290234,20
velocity,arias,bias_early,pre_event,0.833643342143325,0.7479122283065647,0.5070689989812094,1.352270970634245,16
velocity,arias,bias_early,p_wave,2.085742681246029,1.4320254223046949,0.9980659489344816,4.700497487268436,20
velocity,arias,bias_early,s_wave,0.9846149545669766,0.8178684089599079,0.9954360783678857,1.7154397642259827,20
velocity,arias,bias_early,coda,0.6347933877310933,0.5316708547490284,0.9937564573251956,1.0723474562990858,20
velocity,arias,bias_late,pre_event,0.896950231330462,0.8096834337741909,0.517269637577239,1.414889742465348,16
velocity,arias,bias_late,p_wave,2.932751539393253,1.551278236421075,0.9747800295598966,9.473707608976271,20
